name,temperature,luminosity,spectral_type,distance,magnitude
"HD 226629",13780,0.379296,"B6V",773.2,12.69
"HD 683111",25965,1167.172684,"B3III",915.3,4.48
"HD 658015",15776,1.483327,"B8V",846.5,11.54
"HD 182864",31211,32548.678824,"O2Ib",846.6,0.65
"HD 850534",9506,0.035842,"A8V",313.5,13.51
"HD 445246",7391,0.004263,"F9V",315.7,15.66
"HD 564483",2806,0.000179,"M0V",604.4,20.51
"HD 131003",12040,0.051985,"B5V",586.4,14.26
"HD 591706",5944,0.001271,"G8V",441.7,17.63
"HD 808784",16583,1.307281,"B1V",964.8,11.86
"TYC 4961-290-1",12223,59080.978425,"B6Ia",410.8,-1.58
"HD 250138",14620,0.242726,"B2V",660.7,12.79
"HD 406494",27268,749.556576,"B9III",679.5,4.19
"HD 147681",19091,7.77159,"B2V",991.4,10.16
"HD 528243",7059,0.001677,"F7V",596.7,18.05
"HD 632939",12741,0.064155,"B7V",951.8,15.05
"HD 708799",32034,21635.977048,"O6Ib",870.1,1.11
"HD 191900",15523,0.193833,"B7V",935.2,13.89
"HD 952872",17482,5.350287,"B8V",505.4,9.02
"HIP 97061",4650,33.586688,"K3IV",174.5,4.6
"HD 482476",34579,81757.697277,"O0Ib",748.2,-0.71
"HD 943233",34404,333451.276633,"O5Ib",386.7,-3
"HD 236650",2556,0.000065,"M5V",562.1,21.61
"HD 431864",17749,3.332828,"B3V",860.2,10.53
"HIP 54343",3801,66.294825,"K9IV",766.1,7.09
"HIP 19347",4537,385.785297,"K2III",380.5,3.6
"HD 716352",9687,0.019948,"A2V",904.5,16.43
"HD 856192",7804,0.003708,"A6V",732.6,17.82
"HD 982923",6083,0.000762,"F2V",780.9,19.37
"HD 463990",3395,0.000192,"M7V",847.8,21.27
"WD 8912+828",21504,0.001783,"DA2",270.2,16.34
"HD 971776",34700,440751.024499,"O3Ia",948.3,-2.1
"HD 430512",16651,2.318828,"B5V",807.3,10.97
"HD 674102",4335,0.000652,"K4V",958.4,20.29
"HIP 75114",5924,906.82545,"G9III",939.8,4.75
"HD 494959",14482,0.345591,"B5V",564.1,12.18
"HD 360250",23409,108.754482,"B3III",704.8,6.47
"HD 757301",6861,0.001598,"F8V",904.6,19.14
"HD 640679",19279,8.001712,"B7V",698.4,9.21
"HD 584260",6664,0.000765,"F0V",941.2,19.87
"HIP 40318",3550,137.987618,"M0III",444.1,5.09
"HIP 42177",3740,531.032999,"K2III",678,4.56
"HD 697898",12989,0.14376,"B2V",513.2,12.82
"HD 560049",27890,4157.117176,"B5III",989.1,3.17
"HD 406205",24739,135.347003,"B3III",852.7,6.57
"HD 571727",12577,0.086263,"B7V",530.5,13.65
"HD 200269",8832,0.009665,"DA5",794.9,16.8
"HD 651600",12633,0.110485,"B6V",876.7,14.32
"HD 254340",12068,0.050124,"B7V",858.4,15.25
"HIP 55744",4277,138.549103,"K4III",517.8,5.6
"HD 461804",5747,0.000533,"G0V",677.3,19.65
"HD 604156",26891,1312.232941,"B3III",116.1,-0.36
"HD 598336",11616,0.036353,"B4V",286.7,13.1
"HD 802654",16581,2.112523,"B2V",609.6,10.57
"HIP 26299",3000,361.507103,"M8III",283,3.14
"HD 553394",8366,0.005348,"DA6",875.7,17.67
"HIP 66793",5022,137.174669,"K1III",835,6.64
"HIP 21534",4529,60.060688,"K6IV",742.5,7.14
"HD 633680",6406,0.000333,"F6V",277.9,18.27
"HD 584584",30031,4077.602586,"O4III",871,2.82
"HIP 70452",5193,63.613823,"K3IV",291.8,5.07
"HD 385048",13325,0.068737,"B1V",559.6,13.77
"HD 271599",8475,0.006508,"DA5",738.2,17.04
"HD 825574",19735,19.950296,"B0IV",791.9,8.55
"HIP 116848",3399,195.303393,"M3III",887.9,6.19
"WD 5351+530",19768,0.001972,"DA2",829.1,18.56
"HD 216816",31814,47414.357844,"O4Ia",588.5,-0.7
"HD 972183",12629,0.12106,"B0V",687.7,13.63
"HD 881085",5785,0.001823,"G6V",886.7,18.8
"HD 742761",10987,0.045057,"B6V",887.2,15.42
"WD 2015+982",17587,0.000847,"DA2",917.5,19.75
"HD 889666",7475,0.007408,"F3V",266.6,14.65
"HD 208006",3406,0.000477,"M1V",877.1,20.3
"HD 552465",21623,23.908643,"B8IV",465,7.09
"HD 330091",16368,0.233412,"B9V",445.8,12.03
"HIP 106706",4761,134.257311,"K5III",877.9,6.82
"HD 102052",22379,37.749721,"B5IV",516.6,6.9
"HD 498043",3938,0.000296,"K4V",670.3,20.29
"TYC 2561-715-1",19191,29184.808714,"B5Ib",911.9,0.86
"HD 908115",10063,0.016836,"B2V",151.8,12.48
"HD 616479",33538,359485.010159,"O5Ib",751.9,-2.09
"HD 408965",32759,148801.772215,"O7Ib",967.4,-0.78
"HD 278227",26568,418.687443,"B1III",59.5,-0.5
"HD 188066",5425,0.000551,"G6V",436.1,18.59
"HD 760322",30131,7912.290435,"O2III",556.7,1.2
"HD 382569",5238,0.000536,"G4V",435,18.72
"HD 850530",8374,0.007636,"DA6",445.9,15.67
"HD 224523",22737,71.8541,"B3IV",873.3,7.46
"HD 859604",7688,0.003934,"A9V",893.3,18.07
"HD 464687",2642,0.000305,"M4V",906.4,20.85
"HD 834845",2506,0.000245,"M3V",957.4,21.24
"HD 506017",13921,0.200092,"B1V",798.2,13.49
"HD 631339",5564,0.000587,"G0V",758.5,19.69
"HD 863071",17774,3.69033,"B8V",498.6,9.25
"HD 296089",18378,5.320227,"B3V",828.1,9.91
"HD 499805",19895,15.631191,"B9IV",983.5,9.24
"HD 962556",15189,0.468719,"B5V",352.1,10.94
"HD 301320",13470,0.396129,"B9V",963.2,13.12
"HD 222731",11911,0.106316,"B2V",449.4,12.99
"HD 964555",21626,34.28179,"B7IV",238.9,5.2
"HD 316851",19488,8.306306,"B8V",596.2,8.91
"HIP 45600",3728,129.333605,"K4III",458.3,5.31
"HD 538539",2742,0.000062,"M2V",828.9,22
"HD 405440",29385,4674.244483,"B5III",687.2,2.22
"HIP 9659",4854,60.672584,"K5IV",486.7,6.23
"HD 995270",23605,127.905212,"B3III",803.1,6.53
"HD 912110",2971,0.000256,"M3V",711.7,20.55
"HD 257504",13073,0.113896,"B7V",605.4,13.5
"HD 747202",2961,0.000082,"M5V",782.3,22
"HD 646295",2500,0.000084,"M8V",763.3,21.74
"HIP 57157",3075,50.344764,"M0IV",638.4,7.18
"HD 102525",21065,11.212113,"B1IV",907.8,9.36
"TYC 7040-670-1",3954,28025.736368,"K4Ia",781.7,0.48
"HD 710541",19369,3.36982,"B7V",845.6,10.57
"WD 6678+557",7124,0.002462,"F8V",263.7,15.89
"HIP 9606",4958,251.424428,"K4III",885.8,5.99
"HD 743667",30477,9838.900214,"O9III",335.1,-0.15
"HD 310137",9653,0.006482,"DA5",777.7,17.21
"HD 696258",19063,2.826949,"B3V",918.1,10.92
"HD 140573",33475,262908.668692,"O4Ib",854.7,-1.63
"HD 475129",6169,0.000956,"F0V",257,16.84
"HD 220272",4892,0.000567,"K8V",960,20.31
"WD 4512+559",10740,0.000325,"DA4",622.7,20.05
"WD 7787+369",10744,0.001656,"DA4",337.6,16.86
"HD 546843",32045,46810.324466,"O7Ia",778.1,0.11
"HD 426851",10519,0.061304,"B0V",816.2,14.89
"WD 4644+190",13712,0.001397,"DA3",177.9,15.77
"HD 989024",31890,27154.530605,"O4Ib",420,-0.75
"HD 323286",3593,0.000121,"M1V",529.3,20.51
"WD 2056+543",10974,0.00045,"DA4",682.8,19.71
"WD 6141+971",20266,0.002238,"DA2",472.3,17.24
"HD 737399",14461,0.235013,"B9V",673.5,12.92
"HD 916013",5183,0.000282,"K2V",777.9,20.46
"TYC 4203-172-1",24588,25238.98401,"B5Ib",352.1,-1.08
"HD 499498",31194,17016.145463,"O9Ia",566.1,0.48
"HD 111247",24205,181.459987,"B8III",661.5,5.67
"HD 620332",6029,0.001107,"F1V",331.2,17.4
"HD 545840",12173,0.057641,"B8V",950.7,15.27
"HD 376868",22528,342.734244,"B3III",644,5.08
"HD 835469",20546,16.655523,"B9IV",696.6,8.58
"HD 602259",5664,0.000386,"G2V",858.3,20.29
"HD 287931",26221,1234.529184,"B8III",427.2,2.84
"HD 778901",3814,0.000156,"K3V",704.8,20.92
"HD 616449",5389,0.002364,"G4V",717.4,18.16
"HD 986011",18646,7.64223,"B3V",957.6,9.99
"WD 5919+963",8847,0.000765,"DA5",652.7,19.11
"HD 390334",15476,0.347367,"B4V",628.7,12.45
"HD 242286",16379,1.456482,"B9V",347.7,9.5
"HD 795694",16604,1.388861,"B7V",994.6,11.81
"HD 309171",24041,177.313792,"B4III",232.9,3.54
"HD 851046",18831,9.780227,"B0V",481.7,8.38
"HD 978596",14780,0.922759,"B5V",761.5,11.76
"HD 359795",10873,0.01748,"B4V",312.8,14.12
"HD 267154",2606,0.000133,"M6V",965.3,21.75
"HD 489264",4899,0.000402,"K8V",573.3,19.6
"HIP 87264",4319,53.682563,"K1IV",393.9,5.9
"HD 117503",22783,83.309901,"B7IV",874.8,7.17
"HD 708140",19228,3.640065,"B2V",923.1,10.63
"HD 392673",13213,0.105219,"B8V",469,12.91
"HIP 101192",3509,123.853809,"M2III",717.7,6.34
"HIP 65968",4320,115.18924,"K3III",547.8,5.91
"HD 690817",30243,13825.314187,"O9Ia",907.2,1.62
"WD 2895+389",23310,0.001122,"DA2",841,19.15
"HD 758949",5651,0.000335,"G8V",469.1,19.22
"HD 640402",7821,0.002429,"A3V",747.5,18.3
"HD 358645",8660,0.020297,"A6V",537.9,15.29
"HD 749932",29160,8196.161237,"B5III",481.1,0.73
"HD 551307",14210,0.283896,"B9V",454.7,11.82
"HD 428668",12343,0.066891,"B6V",523.7,13.69
"HD 706547",21223,5.041607,"B9V",767.4,10.04
"HD 260200",3936,0.000505,"K0V",59.5,14.5
"HD 357037",10308,0.033256,"B0V",902.2,15.55
"HD 236998",30975,4006.823209,"O8III",289.6,0.62
"HD 568801",10830,0.017481,"B3V",840.9,16.21
"HD 692903",18449,6.47048,"B4V",418.6,8.48
"HIP 7883",4967,317.235716,"K0III",616.4,4.89
"HD 953911",4052,0.000172,"K0V",143.9,17.19
"WD 1613+691",19197,0.000335,"DA2",337.2,18.53
"HD 850696",6990,0.002729,"F0V",852.8,18.49
"HIP 7279",3793,65.372691,"K4IV",848,7.48
"HD 217225",5689,0.000815,"G0V",731,19.3
"WD 6173+284",12208,0.001054,"DA4",495.5,18.23
"HD 167515",18335,3.391391,"B4V",595.1,9.82
"HD 514445",8396,0.005345,"DA6",788.3,17.35
"HD 853802",6304,0.001866,"F8V",783.4,18.7
"HD 500844",22121,78.389727,"B6IV",939.4,7.29
"HD 147773",5888,0.000473,"G7V",254.9,17.72
"WD 3081+879",8293,0.000469,"DA6",627.7,19.49
"HD 733397",6256,0.001642,"F5V",690.1,18.35
"WD 9739+150",23695,0.003788,"DA2",789.5,18.03
"HD 492483",18748,10.704642,"B9IV",588.7,8.55
"HD 668301",3658,0.000459,"M0V",928.5,20.44
"HD 956284",26975,1452.196651,"B6III",882.8,4.07
"HD 182310",5071,0.000447,"K8V",536.7,19.45
"HD 451322",29961,10297.836097,"B1Ia",467.4,0.48
"HD 858008",2978,0.000071,"M0V",511,21.05
"HD 205129",6201,0.001129,"F1V",581.6,18.44
"HD 205447",4213,0.00033,"K1V",222.3,17.59
"HD 934802",2733,0.000118,"M1V",752.1,21.61
"HD 209018",29254,6253.724052,"B5III",626.8,1.76
"HD 550713",13103,0.206095,"B7V",737.5,13.44
"HD 601041",26307,690.867369,"B1III",601.3,4.04
"HD 864753",30362,7450.374892,"O3III",763.5,2.05
"WD 8354+749",7052,0.000332,"F0V",175.8,17.24
"WD 1898+333",21392,0.00081,"DA2",792.8,19.46
"WD 3514+539",13642,0.0009,"DA3",964.4,19.73
"HIP 2206",4082,539.68895,"K5III",624.2,4.48
"HIP 116092",5445,697.16457,"G1III",883.8,4.89
"HD 769209",29445,6759.572668,"B6III",583.6,1.55
"HD 252087",7258,0.001477,"F4V",898.5,18.95
"HD 766202",30607,21111.887816,"O2Ib",923.2,1.44
"HD 557973",3115,0.000182,"M6V",570.7,20.37
"HD 731500",23771,52.416788,"B6IV",494,6.22
"HIP 64939",4482,120.88118,"K3III",443.5,5.39
"HD 256843",23610,121.507491,"B4III",986.5,6.98
"HD 302235",25419,540.161705,"B9III",385.7,3.49
"HD 640580",8552,0.004745,"DA5",628.5,17.09
"HD 122415",4860,0.000431,"K1V",248.9,17.69
"HD 503175",20239,12.410815,"B0IV",924.2,9.41
"HD 376286",14034,0.119387,"B6V",689.7,13.72
"HD 606505",25007,404.230438,"B7III",747.5,5.07
"HD 368680",17573,2.333942,"B3V",737.7,10.7
"HD 431249",20980,39.785763,"B2IV",536.4,6.91
"HIP 70679",3000,69.435236,"M4IV",809.8,7.37
"WD 3519+119",23849,0.000621,"DA2",888,19.96
"HD 666613",6338,0.002119,"F1V",955.8,18.79
"HD 103999",2994,0.000119,"M3V",916.4,21.94
"HD 457252",9645,0.012491,"A2V",824.2,16.61
"HD 188515",21565,32.90707,"B9IV",742.6,7.63
"HD 438796",32730,34462.356712,"O5Ia",169.8,-2.85
"HD 994487",32707,37766.047219,"O6Ia",448.8,-0.91
"HD 860551",7070,0.003294,"F0V",996.5,18.31
"WD 1054+160",15699,0.00148,"DA3",602.1,18.28
"HD 269778",25389,1081.026532,"B3III",359.3,2.33
"HD 528874",5486,0.000553,"G1V",615.9,19.25
"WD 7343+980",6992,0.000408,"F1V",631.1,19.69
"HD 207900",15255,0.529538,"B6V",333.4,10.58
"HD 230340",5626,0.000904,"G2V",370.6,17.8
"WD 2792+960",9914,0.00024,"DA5",308.7,18.68
"HD 812557",5250,0.001668,"G4V",716.3,18.54
"HD 389788",13970,0.245588,"B6V",517.5,12.43
"HD 224220",3533,0.000521,"M2V",981.3,20.25
"HIP 45381",3452,155.639456,"M0III",920.3,6.67
"HD 216960",17901,3.863599,"B6V",614,9.68
"HD 899852",15831,0.486715,"B3V",858.1,12.84
"HD 773278",15111,0.369829,"B6V",340.9,10.82
"HD 859916",4155,0.00018,"K7V",647,20.75
"HD 654077",3351,0.000103,"M6V",190.3,18.64
"WD 3895+875",14080,0.000853,"DA3",947.1,19.74
"HD 977774",3318,0.000257,"M6V",140.4,17
"HIP 97890",3424,11.764395,"M5IV",796,9.11
"HD 925777",14437,0.340056,"B8V",854.3,13.06
"HD 427992",11313,0.032817,"B7V",784.1,15.59
"HD 889511",8541,0.004105,"DA5",462.8,16.65
"HD 871641",23702,51.667568,"B4IV",784.5,7.52
"HD 264225",8127,0.00217,"DA6",498.9,17.43
"HD 903416",3489,0.00022,"M6V",508.1,19.94
"HD 537707",2510,0.000097,"M0V",416.7,20.27
"HD 920003",28391,4657.564147,"B6III",795.7,2.62
"HD 729393",7758,0.003051,"A2V",778.8,17.92
"HD 549525",3343,0.000135,"M9V",935.3,21.62
"WD 3486+730",16181,0.000193,"DA3",815,21.15
"HD 717581",14368,0.14819,"B0V",909.4,14.19
"HD 534869",5594,0.000365,"G8V",859.4,20.33
"HIP 110353",4072,29.362236,"K0IV",793.5,8.09
"HD 197052",3396,0.000147,"M0V",758.8,21.33
"HD 848125",10414,0.049256,"B0V",841.1,15.3
"HD 387359",4306,0.000445,"K1V",779.6,20.17
"HD 882276",26051,948.651487,"B2III",716.3,3.99
"HD 192468",19231,11.834472,"B5IV",834.8,9.12
"TYC 5098-316-1",6824,37817.588389,"F3Ib",536.5,-0.55
"WD 7843+506",18460,0.001056,"DA2",366.4,17.46
"HD 885787",5213,0.000212,"G9V",564.4,20.12
"HIP 75498",5048,523.2174,"K4III",818.4,5.06
"HD 817672",3429,0.000292,"M3V",416.2,19.08
"HD 392070",22738,95.391079,"B1IV",756.9,6.84
"HD 410573",13922,0.269873,"B8V",314.5,11.16
"HIP 5795",4998,140.841912,"K6III",393.1,4.83
"HD 583247",6649,0.003236,"F0V",726.3,17.81
"WD 4807+554",10389,0.00032,"DA4",109.5,16.26
"HD 119995",18394,3.349998,"B6V",113.2,6.13
"HD 975397",16567,0.586687,"B4V",963.7,12.71
"HD 735459",5917,0.001201,"G3V",249.2,16.73
"HD 421315",31202,14625.095703,"O6Ib",826.7,1.52
"HD 876536",2657,0.000069,"M8V",924.1,22
"HD 428651",21682,28.704545,"B4IV",518.3,7.23
"HD 941251",4506,0.000406,"K7V",686.9,19.99
"HD 718593",32034,57750.414324,"O4Ib",618.5,-0.48
"HD 781341",20854,56.059738,"B5IV",935.1,7.83
"HD 742952",15343,0.809041,"B1V",865.1,12.06
"HIP 109607",4175,129.027035,"K9III",770.7,6.47
"HD 691778",9126,0.006767,"DA5",797.4,17.36
"HD 185021",22019,22.806063,"B2IV",794.1,8.61
"HD 194693",18320,7.705669,"B4V",581.8,9.01
"HD 340412",4362,0.0009,"K3V",598.6,18.67
"WD 3470+996",18853,0.002197,"DA2",770.8,18.17
"HD 496082",34497,397688.065015,"O2Ia",444.7,-3
"HD 603983",21664,44.765221,"B7IV",994.2,8.19
"HD 665856",23487,112.69866,"B8III",793,6.66
"HD 356077",3369,0.000146,"M6V",881.6,21.53
"HD 490188",2511,0.000116,"M7V",701.3,21.46
"HIP 72762",3892,118.2305,"K3III",591.7,6.11
"HD 261394",32613,101778.446728,"O3Ib",597.6,-1.4
"HD 677390",4272,0.000357,"K4V",337.4,18.46
"HD 731544",2732,0.000082,"M5V",998.8,22
"HD 460583",2503,0.000065,"M0V",774.6,22
"HIP 33991",4251,143.845034,"K2III",787.1,6.25
"WD 6544+742",11739,0.000339,"DA4",453.7,19.29
"HD 836191",5089,0.001211,"K9V",503.2,18.06
"WD 3383+372",14299,0.000467,"DA3",980.4,20.59
"HD 449635",2873,0.000266,"M7V",776.6,20.74
"HIP 95261",5192,277.67173,"K5III",460.3,4.6
"HD 651850",27482,1874.446767,"B6III",438.2,2.32
"HD 140229",8878,0.003409,"DA5",385.4,16.3
"HD 827579",2638,0.000272,"M8V",991,21.22
"HD 459279",16921,0.833815,"B9V",698.1,11.66
"HD 814370",6556,0.00212,"F7V",961.6,18.69
"HD 173354",15051,0.868878,"B4V",530.4,11.07
"HD 542505",3245,0.000128,"M1V",484.6,20.35
"HD 649715",23862,70.690723,"B6IV",143.4,3.46
"HD 303246",19056,7.37445,"B4V",717.3,9.59
"WD 4090+701",11243,0.000649,"DA4",386.4,18.04
"HD 599943",25625,69.451721,"B2IV",831.7,7.21
"HIP 11815",4585,124.275907,"K3III",453.2,5.44
"HD 993923",33950,381808.43237,"O8Ib",738.2,-2.49
"HD 802843",34022,64748.315948,"O2Ib",915.8,-0.02
"HD 690467",13063,0.067794,"B8V",987.3,15.08
"HIP 99008",5090,1145.090433,"K9III",849,4.38
"HD 727877",22571,62.298097,"B5IV",902.6,7.56
"HIP 76208",4160,41.544588,"K9IV",462.3,6.55
"HD 572637",11111,0.070968,"B3V",870.4,15
"HD 279436",15592,0.191078,"B6V",305.8,11.48
"TYC 7781-638-1",3956,22678.884625,"K9Ia",840.4,1.07
"HD 991822",21437,25.643017,"B5IV",608.7,7.69
"HD 322655",19848,13.075343,"B3IV",902.5,9.29
"HD 703123",29557,5969.931682,"B3III",172.4,-0.98
"HD 169047",24267,250.173012,"B6III",915.2,6.1
"HD 486905",3171,0.00012,"M5V",891.8,21.82
"WD 9961+606",10926,0.000751,"DA4",920.8,19.94
"TYC 6610-360-1",20407,20869.450618,"B2Ia",727.8,0.67
"HD 284311",33286,160293.86258,"O3Ia",565.7,-1.94
"HD 748648",20874,14.17261,"B6IV",704.9,8.53
"HD 412685",8668,0.005663,"DA5",556.3,16.69
"HD 894466",10743,0.017382,"B4V",422.5,14.94
"HIP 88049",4417,147.950927,"K4III",569.6,5.77
"HD 964260",13641,0.139053,"B8V",971.8,14.31
"HD 615953",2561,0.000094,"M5V",946.5,22
"HD 986121",3338,0.000109,"M8V",887,21.95
"HD 597043",28630,6606.304458,"B0III",797.4,2.23
"HD 574257",24555,367.844625,"B0III",671.8,5.09
"HD 209194",3886,0.00053,"K6V",933,20.23
"HD 684049",25020,460.281592,"B7III",802.2,5.13
"HD 933760",30380,23378.328499,"O3Ib",792.7,0.84
"HD 451816",29393,6199.5228,"B1III",515.1,1.23
"HD 350526",10729,0.021958,"B6V",514.5,15.08
"HIP 55190",4419,73.817461,"K5IV",594,6.4
"HD 721190",3655,0.000416,"M2V",896.2,20.52
"HD 246451",3060,0.000072,"M0V",747.7,22
"HD 112578",9787,0.016007,"A1V",556.1,15.56
"HD 338217",29518,7874.93448,"B3III",407.8,0.6
"TYC 3734-382-1",3591,19969.260985,"M5Ia",759.1,0.73
"HD 927353",20422,14.988125,"B9IV",441.1,7.38
"HD 968516",22552,66.215524,"B8IV",753.1,6.98
"HD 506696",7902,0.004435,"A7V",752.9,17.54
"HD 974067",18956,6.780281,"B0V",935.8,10.05
"HIP 15418",3784,233.487222,"K3III",345.4,4.16
"HD 927040",12981,0.049415,"B5V",334.4,13.08
"HD 738433",21857,17.993276,"B7IV",732.7,8.25
"HIP 113260",5085,33.778535,"K2IV",621.9,7.51
"HD 384391",7489,0.004547,"F6V",836.9,17.83
"HD 299672",30093,8119.371169,"O2III",175.1,-1.26
"HD 687621",27998,3655.627738,"B5III",551.6,2.06
"HD 465898",32145,93292.080954,"O9Ib",520.1,-1.65
"HIP 66096",4480,105.763585,"K3III",811,6.74
"HD 791197",3266,0.000183,"M6V",739.5,20.9
"HD 206283",2551,0.000067,"M1V",664.2,21.75
"HD 230269",3781,0.000694,"K5V",854.7,19.85
"HD 202891",15977,0.298894,"B2V",994,13.59
"HD 543890",17243,2.443687,"B9V",681.2,10.55
"HD 378046",9808,0.011273,"A9V",716.4,16.32
"HD 877322",19648,8.967896,"B1V",289.9,7.3
"HD 767165",33022,130691.934684,"O0Ib",978.2,-0.52
"HD 181192",17937,2.174997,"B9V",571.8,10.2
"HD 760220",3853,0.000553,"K4V",156.2,16.37
"HIP 55350",4187,87.288276,"K2IV",321.4,4.98
"HD 304211",3812,0.000464,"K4V",912.2,20.44
"HIP 88425",3977,325.486654,"K9III",748.4,5.42
"HD 490097",13623,0.221475,"B5V",664.2,13.04
"HD 510375",24841,920.234124,"B4III",688,4.15
"HD 989957",33375,338148.968959,"O6Ib",442.2,-3
"HD 648082",3221,0.00015,"M9V",935.6,21.6
"TYC 2651-433-1",21401,36135.781781,"B8Ib",816.9,0.36
"HD 322851",3055,0.000062,"M0V",575.2,21.55
"HIP 21191",3967,70.578302,"K7IV",628.8,6.58
"HD 111894",8453,0.003073,"DA5",703.7,17.84
"HD 428953",29526,20111.514638,"B9Ib",588.5,0.32
"HD 999961",2655,0.000141,"M0V",584.1,20.81
"HD 694559",30903,11292.702503,"O5Ia",939.2,1.99
"HD 854132",8493,0.007961,"DA5",754.2,16.91
"HD 165873",30984,13575.270828,"O7Ia",733,1.21
"HD 388061",8223,0.002652,"DA6",861.5,18.44
"WD 8977+690",12285,0.000564,"DA4",925.5,20.44
"HD 394808",8963,0.006205,"DA5",152.2,13.69
"HD 786520",22684,92.122138,"B6IV",389.4,5.5
"WD 5239+685",10810,0.000906,"DA4",825,19.43
"HD 333917",4950,0.000406,"K5V",991.3,20.73
"HD 520799",15045,0.329207,"B8V",668.8,12.67
"HD 179296",15025,0.270337,"B5V",682.5,12.76
"HD 303222",6960,0.007152,"F5V",440.7,15.8
"HD 720048",8038,0.004872,"DA6",973.1,17.89
"HD 223836",5089,0.000291,"K5V",709.4,20.35
"HD 570428",6621,0.001408,"F5V",620.8,18.28
"HD 574405",32400,34496.623612,"O4Ib",955.5,0.73
"TYC 4975-714-1",12025,58374.589014,"B1Ib",558.8,-0.96
"HD 999232",24811,464.984557,"B2III",248.1,2.73
"HD 445779",22076,47.881262,"B0IV",828.9,7.64
"HD 228721",34901,407877.970346,"O1Ib",661.3,-2.67
"HD 741170",23441,24.311814,"B1IV",910.4,8.6
"WD 6126+976",20145,0.000853,"DA2",722.8,19.36
"HIP 91177",4273,25.979495,"K0IV",802,8.19
"HD 192676",14931,0.559214,"B2V",759.2,12.65
"HD 231112",2539,0.000243,"M0V",398.1,19.26
"HD 576343",21955,22.538209,"B6IV",812.2,8.19
"HD 779084",3835,0.000356,"K3V",710.2,20.1
"HD 509973",17581,3.42326,"B4V",716.7,10.17
"HD 212519",29584,6812.976793,"B6III",919.3,2.54
"WD 1757+664",6881,0.000357,"F6V",706.9,20.17
"WD 7983+318",22163,0.001893,"DA2",565.2,17.85
"HD 204033",19453,8.28878,"B9V",322.9,7.41
"HIP 32044",3997,136.926012,"K2III",934.2,6.75
"HD 754964",16253,2.095192,"B6V",789,11.01
"HD 552954",10317,0.011695,"B5V",988.7,16.98
"HIP 117901",4942,183.246218,"K9III",409.3,4.68
"HD 247426",27083,1010.628772,"B4III",686.8,3.94
"HD 147436",3816,0.000181,"K2V",416,19.82
"WD 6377+524",20062,0.001657,"DA2",846.6,18.86
"HD 355488",8954,0.008252,"DA5",622.7,16.29
"HD 250606",18291,1.777684,"B0V",575.1,10.52
"HD 282164",25499,634.364377,"B0III",443,3.55
"HD 102649",29519,7867.42222,"B3III",276.8,-0.31
"WD 8388+615",9710,0.002295,"DA5",613.8,17.69
"HD 639671",3619,0.000125,"M9V",866.3,21.75
"HD 300037",26164,1792.767753,"B2III",903.5,3.89
"HD 583742",14082,0.621725,"B6V",383,10.64
"HD 131780",5858,0.00059,"G6V",858.5,19.87
"HD 183717",6971,0.000515,"F3V",472.8,18.78
"HD 590111",11897,0.051937,"B9V",338.5,13.1
"HIP 71322",5422,122.698287,"G5III",542.9,5.72
"HD 569494",28354,2967.209199,"B4III",845.4,3.17
"HD 141022",9336,0.002643,"DA5",882.2,18.46
"HD 777455",17406,1.308485,"B0V",593.8,10.78
"HD 786029",12661,0.037865,"B6V",794.8,15.18
"HD 686153",31092,50081.336151,"O4Ib",769.9,-0.11
"WD 1244+408",20528,0.000741,"DA2",877.9,19.82
"HD 360950",7090,0.002315,"F2V",729.5,18.14
"WD 2254+407",7405,0.001146,"F8V",422.5,17.73
"HD 823882",3004,0.000198,"M9V",583.8,20.39
"HD 901275",7078,0.001501,"F3V",872.1,18.86
"WD 9428+169",14826,0.000309,"DA3",701.8,20.18
"HD 330871",32278,21170.982277,"O1Ib",781.8,1.02
"HD 121993",16215,0.610429,"B7V",254.7,9.87
"HD 381033",12295,0.09009,"B6V",464.9,13.28
"HD 439213",19320,11.164569,"B8IV",791.2,9.13
"HIP 57198",4039,227.177654,"K7III",201.8,2.97
"HD 641708",22802,211.724438,"B6III",441.1,4.63
"HD 629739",30446,24801.881691,"O1Ia",951.2,1.25
"HD 642378",23176,120.799339,"B9III",368.5,4.72
"HIP 25132",4043,62.081098,"K3IV",962.9,7.7
"HD 617558",18784,11.758464,"B3IV",515.9,8.18
"HD 418921",19387,9.448941,"B0V",891.1,9.58
"HIP 26458",4648,428.837379,"K4III",953.2,5.45
"WD 3753+810",14205,0.000537,"DA3",391.3,18.33
"HD 133609",19119,11.496799,"B3IV",326.4,7.25
"WD 7644+222",8568,0.000466,"DA5",758.8,19.99
"HD 593278",22499,74.941067,"B0IV",463.3,5.9
"HD 915145",30637,6164.764209,"O1III",241.2,-0.35
"HD 219037",3943,0.000747,"K4V",891,19.72
"HD 707019",8558,0.005454,"DA5",70.9,12.24
"HD 982203",19530,2.352312,"B9V",446.5,9.52
"HD 332549",5305,0.000389,"G7V",149,16.64
"HD 243655",14010,0.138366,"B3V",693.7,13.6
"WD 7569+474",23479,0.000519,"DA2",654.3,19.54
"HD 491229",22380,29.512561,"B7IV",990.2,8.41
"WD 6536+237",12588,0.000608,"DA4",439.4,18.56
"HD 722332",28326,1252.557313,"B3III",530.8,3.12
"HD 339618",13318,0.182386,"B3V",626.4,13.12
